REF_DATE,GEO,DGUID,Legal marital status prior to marriage,Gender,Age at marriage,Indicator,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,6138,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,6327,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,6606,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,6513,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,4116,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.7,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.4,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,8.9,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.1,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.1,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.5,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.1,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.6,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.4,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,10.1,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.3,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.1,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.8,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.8,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.5,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.8,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.1,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,8.9,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,9.1,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,8.4,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,8.1,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,8.2,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.9,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.8,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.8,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.8,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.7,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.9,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,7.6,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864993,1.1.1.11.2,4.7,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2103,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2085,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2061,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2103,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2073,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2148,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2163,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2190,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2079,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2160,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2172,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2169,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2259,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2289,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2454,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2403,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2463,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2547,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2661,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2730,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2925,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3117,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3270,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3285,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3546,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3582,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3672,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3738,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,3663,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Number of persons who married,Number,223,units,0,v1446864994,1.1.1.12.1,2418,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.4,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.3,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.2,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.3,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.2,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.4,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.4,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.4,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.1,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.3,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.4,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.4,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.6,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.5,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.9,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.5,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.3,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.2,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.1,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.0,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,6.0,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.9,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.8,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.5,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.6,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.4,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.5,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.5,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,5.2,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,65 to 69 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864995,1.1.1.12.2,3.3,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1383,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1482,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1449,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1479,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1461,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1536,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1515,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1485,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1437,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1434,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1470,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1401,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1500,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1491,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1518,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1398,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1413,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1383,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1464,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1452,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1536,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1614,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1671,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1779,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1761,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1827,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,2019,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,2061,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,2136,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Number of persons who married,Number,223,units,0,v1446864996,1.1.1.13.1,1518,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.3,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.5,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.2,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.2,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.1,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.2,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.2,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.1,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.0,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.8,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.1,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.1,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,4.2,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.8,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.8,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.9,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.7,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.6,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.7,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,70 to 74 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864997,1.1.1.13.2,3.6,,,,1
